,Unnamed: 0.1,Unnamed: 0,customer_id,first_name,last_name,email,subscription_type,plan_type,auto_renew,avg_articles_per_week,days_since_last_login,support_tickets_last_90d,discount_used_last_renewal,email_open_rate,time_spent_per_session_mins,region,most_read_category,completion_rate,article_skips_per_week,primary_device,previous_renewal_status,last_campaign_engaged,campaign_ctr,nps_score,sentiment_score,subscription_start_date,subscription_end_date,csat_score,customer_age,gender,signup_source,payment_method,downgrade_history,subscription_status,Phone,full_name,churn_score,churn_risk
754,754,754,EC-2024-000755,Janet,Clark,janet_clark@icloud.com,Digital,Annual,Yes,1.91,21,0,No,0.71,9.75,North America,Finance,0.52,1,Desktop,Manual,No Data,0.26,28,0.34,2024-11-16 05:54:16.428601,2025-11-16 05:54:16.428601,2,56,Female,Mobile App,Credit Card,No,Active,+1-999-245-9553,Janet Clark,0.013939362,Medium
755,755,755,EC-2022-000756,Benjamin,Rodriguez,benjamin_rodriguez@mail.com,Digital,Annual,No,3.54,26,1,No,0.69,11.93,North America,Technology,0.68,0,Tablet,Auto,No Data,0.23,-6,-0.11,2022-12-19 05:54:16.428603,2023-12-19 05:54:16.428603,2,55,Male,Referral,Credit Card,No,Active,+1-630-291-3957,Benjamin Rodriguez,0.0026976152,Low
756,756,756,EC-2024-000757,Betty,Allen,betty_allen@icloud.com,Digital,Annual,Yes,1.06,6,4,Yes,0.32,14.33,Europe,Technology,0.78,1,Desktop,Auto,Survey,0.18,-10,0.81,2024-09-01 05:54:16.428606,2025-09-01 05:54:16.428606,3,26,Female,Web,Credit Card,No,Cancelled,+44-7774594038,Betty Allen,0.9481805,Churned
757,757,757,EC-2024-000758,Brian,Rodriguez,brian_rodriguez@hotmail.com,Digital,Monthly,Yes,3.86,8,0,Yes,0.25,8.67,Asia,Technology,0.59,1,Desktop,Auto,No Data,0.26,-57,0.28,2024-09-28 05:54:16.428607,2025-09-28 05:54:16.428607,2,37,Male,Web,Credit Card,No,Active,+91-7994030797,Brian Rodriguez,0.00015630918,Low
758,758,758,EC-2024-000759,Carolyn,Thomas,carolyn_thomas@hotmail.com,Digital+Print,Monthly,Yes,3.68,12,1,No,0.96,16.08,Asia,Finance,0.9,1,Mobile,Auto,Newsletter Promo,0.25,-39,1.24,2024-12-01 05:54:16.428610,2025-12-01 05:54:16.428610,1,37,Female,Mobile App,Credit Card,No,Active,+91-9101222149,Carolyn Thomas,5.7124584e-05,Low
759,759,759,EC-2023-000760,David,Lopez,david_lopez@outlook.com,Digital,Monthly,No,0.2,0,1,No,0.92,1.46,North America,Finance,0.84,1,Mobile,Manual,Newsletter Promo,0.11,-40,0.88,2023-09-23 05:54:16.428612,2024-09-22 05:54:16.428612,3,25,Male,Web,Credit Card,No,Cancelled,+1-789-645-9642,David Lopez,0.9853894,Churned
760,760,760,EC-2025-000761,Ronald,Harris,ronald_harris@mail.com,Digital+Print,Monthly,No,1.26,28,1,Yes,0.46,13.04,North America,Environment,0.35,1,Desktop,Auto,Newsletter Promo,0.1,-22,0.17,2025-01-16 05:54:16.428614,2026-01-16 05:54:16.428614,4,31,Other,Referral,PayPal,No,Cancelled,+1-759-993-8390,Ronald Harris,0.9999447,Churned
761,761,761,EC-2024-000762,Margaret,Roberts,margaret_roberts@yahoo.com,Espresso,Annual,No,2.58,7,1,No,0.85,6.64,Others,Politics,0.73,0,Mobile,Auto,No Data,0.38,-12,0.2,2024-10-28 05:54:16.428618,2025-10-28 05:54:16.428618,2,37,Female,Mobile App,PayPal,No,Active,+42-2508322660,Margaret Roberts,0.000109068074,Low
762,762,762,EC-2023-000763,Joshua,Campbell,joshua_campbell@icloud.com,Digital,Monthly,Yes,2.55,23,0,No,0.45,15.49,North America,Finance,0.46,2,Desktop,Auto,Retention Offer,0.3,11,0.42,2023-12-11 05:54:16.428620,2024-12-10 05:54:16.428620,1,52,Male,Mobile App,Credit Card,No,Active,+1-443-647-8581,Joshua Campbell,0.00037744682,Low
763,763,763,EC-2023-000764,Victoria,Wright,victoria_wright@yahoo.com,Espresso,Monthly,Yes,1.19,21,1,No,0.42,10.57,Asia,Politics,0.69,3,Mobile,Auto,Newsletter Promo,0.18,10,0.79,2023-06-03 05:54:16.428622,2024-06-02 05:54:16.428622,4,62,Female,Web,PayPal,No,Cancelled,+91-7235120690,Victoria Wright,0.9962728,Churned
764,764,764,EC-2023-000765,Joseph,Moore,joseph_moore@mail.com,Digital,Monthly,No,3.58,3,2,No,0.16,7.31,North America,Culture,0.97,2,Desktop,Manual,Survey,0.3,-51,-0.77,2023-11-21 05:54:16.428624,2024-11-20 05:54:16.428624,5,38,Male,Web,Debit Card,No,Active,+1-603-999-4694,Joseph Moore,0.0011662835,Low
765,765,765,EC-2024-000766,Joseph,Baker,joseph_baker@outlook.com,Espresso,Monthly,Yes,3.38,2,1,Yes,0.43,12.65,Others,Culture,0.92,1,Desktop,Auto,No Data,0.28,-60,0.66,2024-04-14 05:54:16.428626,2025-04-14 05:54:16.428626,1,58,Male,Web,Credit Card,No,Active,+40-1000918897,Joseph Baker,0.00044940496,Low
766,766,766,EC-2023-000767,James,Jackson,james_jackson@mail.com,Digital,Annual,Yes,2.71,26,2,No,0.54,13.57,North America,Politics,0.58,0,Mobile,Auto,Newsletter Promo,0.31,-68,0.19,2023-04-16 05:54:16.428628,2024-04-15 05:54:16.428628,2,58,Male,Web,Credit Card,No,Active,+1-571-560-6065,James Jackson,4.8451846e-05,Low
767,767,767,EC-2023-000768,Samantha,Davis,samantha_davis@outlook.com,Digital,Monthly,No,1.87,2,2,Yes,0.02,12.57,Europe,Politics,0.5,2,Mobile,Manual,Newsletter Promo,0.66,-89,0.54,2023-07-07 05:54:16.428630,2024-07-06 05:54:16.428630,1,39,Female,Mobile App,Credit Card,Yes,Cancelled,+44-7384594147,Samantha Davis,0.99797577,Churned
768,768,768,EC-2023-000769,Benjamin,Thompson,benjamin_thompson@gmail.com,Digital+Print,Monthly,Yes,4.57,21,2,No,0.44,5.88,Asia,Politics,0.46,0,Desktop,Manual,No Data,0.75,-99,-0.36,2023-03-16 05:54:16.428632,2024-03-15 05:54:16.428632,5,60,Male,Web,Credit Card,No,Active,+91-7375467124,Benjamin Thompson,0.0007530632,Low
769,769,769,EC-2025-000770,Janet,White,janet_white@outlook.com,Digital,Monthly,Yes,5.48,12,2,No,0.78,8.06,Europe,Finance,0.67,1,Tablet,Auto,No Data,0.34,6,-0.38,2025-04-05 05:54:16.428634,2026-04-05 05:54:16.428634,5,23,Female,Mobile App,Credit Card,No,Active,+44-7484231552,Janet White,2.5345698e-05,Low
770,770,770,EC-2023-000771,Emily,Lopez,emily_lopez@yahoo.com,Digital+Print,Monthly,No,2.27,7,0,Yes,0.68,9.98,North America,Finance,0.38,2,Desktop,Auto,Newsletter Promo,0.04,48,0.17,2023-05-29 05:54:16.428636,2024-05-28 05:54:16.428636,1,61,Female,Mobile App,Credit Card,Yes,Active,+1-665-237-2964,Emily Lopez,0.0029429288,Low
771,771,771,EC-2024-000772,Susan,Jackson,susan_jackson@gmail.com,Digital+Print,Annual,No,2.08,6,1,No,0.64,9.83,Europe,Environment,0.68,0,Mobile,Manual,Newsletter Promo,0.36,41,0.49,2024-12-17 05:54:16.428638,2025-12-17 05:54:16.428638,4,44,Female,Web,Credit Card,No,Active,+44-7322308227,Susan Jackson,0.00019781456,Low
772,772,772,EC-2025-000773,Dennis,Campbell,dennis_campbell@mail.com,Digital,Annual,Yes,3.74,26,1,No,0.91,13.0,Asia,Finance,0.3,2,Mobile,Manual,No Data,0.29,-67,-0.62,2025-03-10 05:54:16.428641,2026-03-10 05:54:16.428641,4,21,Male,Mobile App,Credit Card,No,Active,+91-7404583269,Dennis Campbell,3.1525953e-05,Low
773,773,773,EC-2022-000774,Jonathan,Jones,jonathan_jones@hotmail.com,Digital,Annual,Yes,2.46,0,2,No,0.02,1.94,North America,Politics,0.53,0,Mobile,Manual,No Data,0.26,-16,-0.2,2022-09-14 05:54:16.428643,2023-09-14 05:54:16.428643,5,21,Male,Mobile App,Credit Card,Yes,Active,+1-457-226-8438,Jonathan Jones,9.6190915e-06,Low
774,774,774,EC-2023-000775,Raymond,Roberts,raymond_roberts@mail.com,Espresso,Annual,Yes,2.79,26,1,No,0.56,11.34,North America,Culture,0.45,1,Mobile,Manual,No Data,0.24,91,-0.6,2023-06-04 05:54:16.428645,2024-06-03 05:54:16.428645,3,45,Male,Web,Credit Card,No,Active,+1-800-561-3070,Raymond Roberts,6.504807e-05,Low
775,775,775,EC-2025-000776,Brian,Ramirez,brian_ramirez@hotmail.com,Digital,Monthly,Yes,4.11,15,0,No,0.79,8.84,Europe,Finance,0.98,1,Desktop,Manual,No Data,0.1,50,0.21,2025-04-03 05:54:16.428647,2026-04-03 05:54:16.428647,3,44,Male,Web,Credit Card,No,Active,+44-7050872837,Brian Ramirez,2.0909327e-05,Low
776,776,776,EC-2023-000777,Margaret,Adams,margaret_adams@hotmail.com,Digital,Monthly,No,0.14,5,2,Yes,0.54,6.65,North America,Technology,0.81,0,Desktop,Manual,Survey,0.13,-16,1.0,2023-07-19 05:54:16.428649,2024-07-18 05:54:16.428649,4,34,Female,Mobile App,Credit Card,Yes,Cancelled,+1-684-233-5062,Margaret Adams,0.99834895,Churned
777,777,777,EC-2025-000778,Katherine,Harris,katherine_harris@hotmail.com,Digital+Print,Monthly,No,4.98,6,1,Yes,0.32,7.03,Europe,Politics,0.54,0,Mobile,Manual,Newsletter Promo,0.34,-51,-0.17,2025-04-18 05:54:16.428651,2026-04-18 05:54:16.428651,3,56,Female,Mobile App,Credit Card,No,Active,+44-7642785600,Katherine Harris,0.0018832308,Low
778,778,778,EC-2023-000779,Frank,Nelson,frank_nelson@hotmail.com,Digital,Monthly,Yes,3.11,11,0,Yes,0.14,9.14,North America,Finance,0.36,0,Mobile,Auto,Retention Offer,0.65,41,0.39,2023-02-11 05:54:16.428653,2024-02-11 05:54:16.428653,4,55,Male,Mobile App,PayPal,No,Active,+1-351-204-7535,Frank Nelson,0.00028665533,Low
779,779,779,EC-2025-000780,Dorothy,Anderson,dorothy_anderson@outlook.com,Digital+Print,Annual,No,2.38,22,0,No,0.89,-4.4,Europe,Environment,0.66,0,Mobile,Auto,No Data,0.21,5,0.06,2025-01-17 05:54:16.428655,2026-01-17 05:54:16.428655,2,69,Female,Web,PayPal,No,Active,+44-7960504262,Dorothy Anderson,0.0021546881,Low
780,780,780,EC-2025-000781,Charles,Carter,charles_carter@yahoo.com,Digital,Monthly,No,2.87,8,3,No,0.47,7.19,North America,Technology,0.45,1,Tablet,Auto,No Data,0.44,-55,0.18,2025-04-18 05:54:16.428657,2026-04-18 05:54:16.428657,4,46,Male,Web,Credit Card,No,Active,+1-844-563-8449,Charles Carter,0.0034702714,Low
781,781,781,EC-2025-000782,William,Taylor,william_taylor@yahoo.com,Digital,Annual,Yes,2.94,26,0,No,0.88,6.5,Europe,Finance,0.68,1,Desktop,Auto,No Data,0.18,17,-0.3,2025-01-07 05:54:16.428659,2026-01-07 05:54:16.428659,2,57,Male,Web,Debit Card,No,Active,+44-7298052247,William Taylor,4.874581e-05,Low
782,782,782,EC-2023-000783,Rebecca,Campbell,rebecca_campbell@hotmail.com,Digital+Print,Monthly,Yes,0.4,10,1,No,0.59,12.13,North America,Technology,0.88,2,Desktop,Manual,Retention Offer,0.34,-96,0.33,2023-09-01 05:54:16.428661,2024-08-31 05:54:16.428661,5,24,Female,Web,PayPal,No,Active,+1-889-914-4558,Rebecca Campbell,0.00307766,Low
783,783,783,EC-2023-000784,Catherine,Allen,catherine_allen@outlook.com,Digital,Monthly,Yes,5.24,9,1,No,0.67,6.78,North America,Environment,0.73,1,Mobile,Manual,No Data,0.45,-35,-0.1,2023-03-19 05:54:16.428663,2024-03-18 05:54:16.428663,3,25,Female,Mobile App,Credit Card,Yes,Active,+1-463-978-1903,Catherine Allen,2.8345983e-05,Low
784,784,784,EC-2023-000785,Dorothy,Sanchez,dorothy_sanchez@yahoo.com,Digital+Print,Monthly,Yes,3.06,20,0,No,0.8,9.14,North America,Politics,0.74,2,Desktop,Manual,Newsletter Promo,0.32,49,0.9,2023-03-21 05:54:16.428665,2024-03-20 05:54:16.428665,5,58,Female,Mobile App,Credit Card,No,Active,+1-636-272-1521,Dorothy Sanchez,0.0009450885,Low
785,785,785,EC-2024-000786,Betty,Wright,betty_wright@mail.com,Digital,Annual,No,3.66,0,0,Yes,0.66,16.17,Others,Finance,0.68,0,Mobile,Manual,No Data,0.54,-31,-0.26,2024-11-13 05:54:16.428667,2025-11-13 05:54:16.428667,1,50,Female,Mobile App,Credit Card,No,Active,+92-3990519801,Betty Wright,0.000723276,Low
786,786,786,EC-2023-000787,Samuel,Garcia,samuel_garcia@mail.com,Digital+Print,Monthly,Yes,4.43,17,2,No,0.4,13.98,North America,Environment,0.95,0,Mobile,Auto,Retention Offer,0.31,7,0.49,2023-05-09 05:54:16.428669,2024-05-08 05:54:16.428669,1,49,Male,Web,Credit Card,No,Active,+1-598-879-8434,Samuel Garcia,0.0010013579,Low
787,787,787,EC-2024-000788,Cynthia,Nguyen,cynthia_nguyen@yahoo.com,Digital+Print,Monthly,No,1.47,3,0,No,0.51,13.61,Asia,Politics,0.95,1,Desktop,Manual,No Data,0.26,-99,0.99,2024-03-18 05:54:16.428672,2025-03-18 05:54:16.428672,5,52,Female,Web,Credit Card,No,Cancelled,+91-8758961540,Cynthia Nguyen,0.9917562,Churned
788,788,788,EC-2025-000789,Chloe,Johnson,chloe_johnson@yahoo.com,Digital,Monthly,Yes,3.71,4,0,Yes,0.8,8.0,North America,Technology,0.66,1,Desktop,Auto,No Data,0.2,-72,0.59,2025-03-15 05:54:16.428674,2026-03-15 05:54:16.428674,4,35,Female,Mobile App,Credit Card,Yes,Active,+1-319-501-7119,Chloe Johnson,0.00039579396,Low
789,789,789,EC-2023-000790,Katherine,Lewis,katherine_lewis@gmail.com,Digital+Print,Monthly,Yes,2.6,8,2,No,0.37,12.17,North America,Technology,0.51,0,Mobile,Auto,Newsletter Promo,0.35,-40,-0.45,2023-01-08 05:54:16.428676,2024-01-08 05:54:16.428676,4,68,Female,Mobile App,PayPal,Yes,Active,+1-669-247-7501,Katherine Lewis,2.3599745e-05,Low
790,790,790,EC-2023-000791,Betty,Williams,betty_williams@gmail.com,Digital,Monthly,Yes,4.27,26,0,Yes,0.39,9.06,Europe,Technology,0.62,0,Mobile,Auto,Newsletter Promo,0.25,-1,-0.5,2023-05-13 05:54:16.428678,2024-05-12 05:54:16.428678,3,60,Other,Mobile App,Credit Card,No,Active,+44-7321455898,Betty Williams,0.0019067881,Low
791,791,791,EC-2022-000792,Frank,Garcia,frank_garcia@gmail.com,Digital,Annual,Yes,0.0,16,1,Yes,0.1,9.22,Europe,Finance,0.43,0,Mobile,Manual,No Data,0.15,27,0.23,2022-10-04 05:54:16.428680,2023-10-04 05:54:16.428680,5,33,Male,Web,Credit Card,No,Cancelled,+44-7290696188,Frank Garcia,0.99148434,Churned
792,792,792,EC-2024-000793,Susan,Young,susan_young@icloud.com,Digital,Monthly,Yes,2.85,2,0,Yes,0.91,11.64,Others,Finance,0.75,1,Mobile,Auto,No Data,0.08,98,0.03,2024-05-05 05:54:16.428682,2025-05-05 05:54:16.428682,1,35,Female,Mobile App,Credit Card,No,Active,+58-1113186094,Susan Young,0.00013851192,Low
793,793,793,EC-2023-000794,Brian,Harris,brian_harris@mail.com,Digital,Monthly,No,2.1,15,1,No,0.09,7.61,Others,Technology,0.65,1,Desktop,Manual,Newsletter Promo,0.34,43,0.26,2023-10-23 05:54:16.428684,2024-10-22 05:54:16.428684,5,55,Male,Mobile App,Debit Card,No,Active,+45-1097789599,Brian Harris,0.0014298141,Low
794,794,794,EC-2024-000795,Donna,Nguyen,donna_nguyen@hotmail.com,Digital,Monthly,Yes,3.65,4,0,Yes,0.65,15.97,Asia,Politics,0.37,0,Tablet,Auto,Newsletter Promo,0.17,91,0.6,2024-07-18 05:54:16.428686,2025-07-18 05:54:16.428686,5,42,Female,Referral,Credit Card,No,Active,+91-7121418750,Donna Nguyen,0.00044065583,Low
795,795,795,EC-2024-000796,Betty,Clark,betty_clark@outlook.com,Digital+Print,Monthly,Yes,3.71,15,2,No,0.41,9.36,Europe,Finance,0.44,1,Mobile,Auto,Newsletter Promo,0.39,-4,0.04,2024-03-25 05:54:16.428688,2025-03-25 05:54:16.428688,3,51,Female,Referral,Credit Card,No,Active,+44-7391781422,Betty Clark,3.7600355e-05,Low
796,796,796,EC-2024-000797,Ronald,Wright,ronald_wright@gmail.com,Espresso,Annual,No,1.94,2,1,Yes,0.41,12.47,Europe,Politics,0.64,1,Mobile,Auto,Survey,0.44,-4,-0.31,2024-02-03 05:54:16.428690,2025-02-02 05:54:16.428690,4,21,Male,Referral,Credit Card,No,Cancelled,+44-7836321031,Ronald Wright,0.78046024,Churned
797,797,797,EC-2023-000798,Brian,King,brian_king@hotmail.com,Digital+Print,Monthly,Yes,1.93,19,0,No,0.68,15.82,North America,Politics,0.92,1,Mobile,Auto,Newsletter Promo,0.32,-87,0.1,2023-08-26 05:54:16.428692,2024-08-25 05:54:16.428692,1,22,Other,Mobile App,Credit Card,No,Cancelled,+1-789-830-8663,Brian King,0.99201715,Churned
798,798,798,EC-2024-000799,Thomas,Perez,thomas_perez@outlook.com,Digital+Print,Monthly,Yes,2.83,14,3,No,0.07,14.13,Others,Environment,0.7,2,Desktop,Manual,Retention Offer,0.12,-58,0.76,2024-02-10 05:54:16.428694,2025-02-09 05:54:16.428694,3,31,Male,Mobile App,Credit Card,Yes,Active,+91-9003716004,Thomas Perez,0.0033391532,Low
799,799,799,EC-2024-000800,Richard,Rivera,richard_rivera@yahoo.com,Digital+Print,Monthly,No,1.66,29,1,No,0.59,4.36,Europe,Finance,0.78,1,Mobile,Auto,No Data,0.4,70,0.02,2024-04-06 05:54:16.428697,2025-04-06 05:54:16.428697,1,18,Male,Web,PayPal,No,Cancelled,+44-7063607013,Richard Rivera,0.99991596,Churned
800,800,800,EC-2024-000801,Helen,Adams,helen_adams@gmail.com,Digital+Print,Annual,Yes,4.26,2,3,No,0.77,11.78,Europe,Environment,0.54,0,Desktop,Manual,No Data,0.33,-31,1.08,2024-05-08 05:54:16.428699,2025-05-08 05:54:16.428699,1,39,Female,Mobile App,Credit Card,No,Active,+44-7318032273,Helen Adams,0.0024352309,Low
801,801,801,EC-2023-000802,Robert,Young,robert_young@yahoo.com,Digital+Print,Annual,Yes,2.45,19,2,Yes,0.83,13.4,North America,Politics,0.7,3,Mobile,Manual,Retention Offer,0.17,-46,0.44,2023-03-07 05:54:16.428701,2024-03-06 05:54:16.428701,4,63,Male,Web,Credit Card,No,Active,+1-344-940-8139,Robert Young,0.0014879409,Low
802,802,802,EC-2024-000803,Gregory,Clark,gregory_clark@hotmail.com,Digital,Monthly,Yes,0.0,13,0,Yes,0.17,13.57,North America,Technology,0.61,1,Desktop,Manual,Survey,0.61,-70,0.39,2024-02-29 05:54:16.428703,2025-02-28 05:54:16.428703,4,38,Male,Web,Credit Card,Yes,Cancelled,+1-863-360-9328,Gregory Clark,0.98494,Churned
803,803,803,EC-2025-000804,Chloe,Thomas,chloe_thomas@outlook.com,Digital,Monthly,Yes,2.44,15,1,Yes,0.9,5.55,Others,Politics,0.76,0,Desktop,Auto,No Data,0.25,-25,-0.27,2025-04-23 05:54:16.428705,2026-04-23 05:54:16.428705,3,30,Female,Mobile App,PayPal,No,Active,+21-6678508504,Chloe Thomas,7.220957e-05,Low
804,804,804,EC-2023-000805,Emma,Scott,emma_scott@gmail.com,Digital,Monthly,Yes,1.44,28,1,No,0.66,7.37,North America,Culture,0.34,3,Tablet,Manual,No Data,0.21,67,-0.06,2023-10-23 05:54:16.428707,2024-10-22 05:54:16.428707,2,65,Female,Mobile App,Credit Card,No,Cancelled,+1-597-449-2280,Emma Scott,0.9965237,Churned
805,805,805,EC-2022-000806,Christine,Davis,christine_davis@outlook.com,Digital,Annual,Yes,0.55,28,1,Yes,0.88,13.98,Europe,Culture,0.65,0,Tablet,Auto,Newsletter Promo,0.48,54,0.26,2022-11-15 05:54:16.428709,2023-11-15 05:54:16.428709,3,53,Female,Mobile App,PayPal,No,Cancelled,+44-7267684516,Christine Davis,0.9930656,Churned
806,806,806,EC-2024-000807,Helen,Smith,helen_smith@mail.com,Digital,Monthly,Yes,1.14,16,0,No,0.49,6.95,North America,Politics,0.51,3,Desktop,Auto,No Data,0.27,-49,-0.01,2024-02-13 05:54:16.428711,2025-02-12 05:54:16.428711,3,46,Female,Web,Credit Card,No,Cancelled,+1-230-409-2205,Helen Smith,0.9928853,Churned
807,807,807,EC-2022-000808,Jennifer,Hernandez,jennifer_hernandez@icloud.com,Digital,Monthly,No,3.16,27,2,Yes,0.54,8.8,Asia,Environment,0.53,1,Tablet,Auto,Newsletter Promo,0.22,27,0.63,2022-10-18 05:54:16.428713,2023-10-18 05:54:16.428713,2,55,Female,Mobile App,Credit Card,No,Cancelled,+91-9760088201,Jennifer Hernandez,0.99614847,Churned
808,808,808,EC-2024-000809,Patricia,Moore,patricia_moore@gmail.com,Digital,Monthly,Yes,4.99,23,0,Yes,0.92,16.3,North America,Politics,0.97,0,Mobile,Manual,Newsletter Promo,0.19,-94,0.11,2024-05-08 05:54:16.428715,2025-05-08 05:54:16.428715,1,26,Female,Referral,PayPal,Yes,Active,+1-215-403-5767,Patricia Moore,0.0012524901,Low
809,809,809,EC-2022-000810,Deborah,Thomas,deborah_thomas@outlook.com,Digital+Print,Monthly,Yes,3.47,19,2,No,0.9,9.81,Asia,Technology,0.43,1,Mobile,Auto,Retention Offer,0.57,73,-0.29,2022-10-23 05:54:16.428717,2023-10-23 05:54:16.428717,5,50,Female,Mobile App,Credit Card,No,Active,+91-9547072851,Deborah Thomas,0.0006915738,Low
810,810,810,EC-2023-000811,John,Ramirez,john_ramirez@hotmail.com,Digital,Monthly,No,2.09,22,0,Yes,0.45,7.09,North America,Environment,0.52,0,Mobile,Auto,No Data,0.06,-1,0.18,2023-03-26 05:54:16.428719,2024-03-25 05:54:16.428719,2,39,Male,Mobile App,Credit Card,No,Cancelled,+1-891-768-5950,John Ramirez,0.9972851,Churned
811,811,811,EC-2023-000812,Cynthia,Clark,cynthia_clark@gmail.com,Digital,Annual,Yes,3.68,17,4,No,0.27,6.49,Asia,Culture,0.66,0,Desktop,Auto,No Data,0.52,60,-0.16,2023-09-19 05:54:16.428721,2024-09-18 05:54:16.428721,5,34,Female,Mobile App,Credit Card,Yes,Active,+91-8314446849,Cynthia Clark,0.008525302,Low
812,812,812,EC-2023-000813,Paul,King,paul_king@gmail.com,Digital,Monthly,Yes,2.31,17,1,No,0.39,11.33,Asia,Environment,0.9,1,Tablet,Auto,No Data,0.37,35,0.36,2023-10-23 05:54:16.428724,2024-10-22 05:54:16.428724,1,40,Male,Referral,Credit Card,No,Active,+91-9836953153,Paul King,0.0004514298,Low
813,813,813,EC-2022-000814,Brian,Carter,brian_carter@yahoo.com,Digital,Monthly,No,1.96,21,0,No,0.39,4.67,North America,Finance,0.59,1,Mobile,Auto,Newsletter Promo,0.44,32,-0.24,2022-12-18 05:54:16.428725,2023-12-18 05:54:16.428725,2,53,Male,Web,Credit Card,No,Cancelled,+1-947-611-3925,Brian Carter,0.99993503,Churned
814,814,814,EC-2024-000815,Mary,Thompson,mary_thompson@outlook.com,Digital,Monthly,Yes,1.27,13,1,No,0.29,9.01,Europe,Politics,0.82,0,Desktop,Manual,No Data,0.1,-40,0.95,2024-08-04 05:54:16.428728,2025-08-04 05:54:16.428728,4,23,Female,Web,Credit Card,No,Active,+44-7071265019,Mary Thompson,0.04278846,Medium
815,815,815,EC-2022-000816,Rebecca,Hill,rebecca_hill@yahoo.com,Espresso,Annual,Yes,0.37,17,2,Yes,0.27,11.33,North America,Politics,0.9,2,Desktop,Auto,No Data,0.43,99,-0.72,2022-11-19 05:54:16.428730,2023-11-19 05:54:16.428730,3,65,Female,Web,Credit Card,No,Cancelled,+1-348-468-3377,Rebecca Hill,0.994396,Churned
816,816,816,EC-2024-000817,Matthew,Lewis,matthew_lewis@mail.com,Digital+Print,Monthly,Yes,2.42,14,1,No,0.86,15.2,North America,Finance,0.52,1,Tablet,Manual,Newsletter Promo,0.31,3,-0.14,2024-09-24 05:54:16.428732,2025-09-24 05:54:16.428732,2,56,Male,Web,Credit Card,No,Active,+1-476-703-7187,Matthew Lewis,1.4648515e-05,Low
817,817,817,EC-2025-000818,William,Walker,william_walker@mail.com,Digital,Annual,No,3.24,14,1,No,0.07,12.67,Asia,Culture,0.57,0,Desktop,Auto,No Data,0.19,87,0.12,2025-02-24 05:54:16.428734,2026-02-24 05:54:16.428734,2,46,Male,Web,Credit Card,Yes,Active,+91-7364297439,William Walker,0.00022951524,Low
818,818,818,EC-2024-000819,Susan,Campbell,susan_campbell@outlook.com,Digital,Monthly,No,2.86,5,2,No,0.68,7.14,Europe,Politics,0.55,0,Tablet,Manual,Newsletter Promo,0.58,51,-0.21,2024-02-12 05:54:16.428736,2025-02-11 05:54:16.428736,1,44,Female,Mobile App,Credit Card,No,Active,+44-7899286930,Susan Campbell,0.0017577751,Low
819,819,819,EC-2023-000820,Paul,Allen,paul_allen@mail.com,Espresso,Monthly,Yes,2.38,26,1,Yes,0.17,14.71,North America,Technology,0.88,0,Mobile,Auto,No Data,0.25,-94,-1.1,2023-06-08 05:54:16.428738,2024-06-07 05:54:16.428738,4,22,Male,Web,PayPal,No,Active,+1-624-445-2746,Paul Allen,0.0012324871,Low
820,820,820,EC-2023-000821,Joshua,Campbell,joshua_campbell@icloud.com,Digital+Print,Monthly,Yes,1.58,14,2,Yes,0.34,8.8,North America,Finance,0.33,4,Mobile,Auto,Retention Offer,0.38,88,1.0,2023-11-05 05:54:16.428740,2024-11-04 05:54:16.428740,2,26,Male,Web,Credit Card,No,Cancelled,+1-369-452-1177,Joshua Campbell,0.97907877,Churned
821,821,821,EC-2024-000822,Carol,Green,carol_green@outlook.com,Digital,Monthly,No,3.91,17,1,Yes,0.06,5.06,North America,Finance,0.52,4,Desktop,Auto,No Data,0.34,-18,0.42,2024-07-28 05:54:16.428742,2025-07-28 05:54:16.428742,4,41,Female,Web,PayPal,No,Cancelled,+1-404-320-5652,Carol Green,0.99525034,Churned
822,822,822,EC-2024-000823,Edward,Roberts,edward_roberts@icloud.com,Digital,Monthly,Yes,1.02,3,1,Yes,0.27,9.31,Asia,Technology,0.78,0,Mobile,Auto,Survey,0.1,-6,-0.58,2024-01-15 05:54:16.428744,2025-01-14 05:54:16.428744,5,36,Male,Referral,Credit Card,No,Cancelled,+91-7188970413,Edward Roberts,0.9862758,Churned
823,823,823,EC-2024-000824,Jason,Ramirez,jason_ramirez@yahoo.com,Digital+Print,Annual,No,4.16,22,1,No,0.77,15.75,North America,Finance,0.7,3,Mobile,Manual,Survey,0.42,63,-0.5,2024-09-25 05:54:16.428746,2025-09-25 05:54:16.428746,2,50,Male,Mobile App,Credit Card,No,Active,+1-664-550-4617,Jason Ramirez,0.006650881,Low
824,824,824,EC-2022-000825,Ashley,White,ashley_white@hotmail.com,Digital,Monthly,Yes,1.5,7,0,No,0.89,10.66,Others,Culture,0.61,1,Desktop,Auto,Newsletter Promo,0.33,-74,-0.68,2022-12-16 05:54:16.428749,2023-12-16 05:54:16.428749,4,47,Female,Web,PayPal,Yes,Active,+48-1087523330,Ashley White,0.0048286403,Low
